0	x o ŋ͡m 1
tỳ	t i 2
tỷ	t i 4
tỵ	t i 6
u	u 1
ú	u 5
ù	u 2
ủ	u 4
ư	ɯ 1
ụ	u 6
ứ	ɯ 5
ừ	ɯ 2
úa	uə 5
ùa	uə 2
ủa	uə 4
ưa	ɯə 1
ụa	uə 6
ứa	ɯə 5
ựa	ɯə 6
uẩn	w ʷɤ̆ n 4
uất	w ʷɤ̆ t 5
uẩy	w ɤ̆ j 4
úc	u k͡p 5
ục	u k͡p 6
ức	ɯ k 5
ực	ɯ k 6
uế	w ʷe 5
uể	w ʷe 4
úi	u j 5
ủi	u j 4
um	u m 1
úm	u m 5
ùm	u m 2
un	u n 1
ùn	u n 2
ủn	u n 4
ung	u ŋ͡m 1
úng	u ŋ͡m 5
ùng	u ŋ͡m 2
ủng	u ŋ͡m 4
ưng	ɯ ŋ 1
ứng	ɯ ŋ 5
ừng	ɯ ŋ 2
ửng	ɯ ŋ 4
ước	ɯə k 5
ươi	ɯə j 1
uôm	uə m 1
ươm	ɯə m 1
ướm	ɯə m 5
uốn	uə n 5
ươn	ɯə n 1
ườn	ɯə n 2
ưỡn	ɯə n 3
uống	uə ŋ 5
uổng	uə ŋ 4
ương	ɯə ŋ 1
ướp	ɯə p 5
uột	uə t 6
ướt	ɯə t 5
úp	u p 5
ụp	u p 6
út	u t 5
ụt	u t 6
ưu	ɯ w 1
uy	w ʷi 1
uý	w ʷi 5
uỷ	w ʷi 4
úy	u j 5
ủy	u j 4
uỵch	w ʷi tʃ 6
uyên	w ʷiə n 1
uyển	w ʷiə n 4
uỳnh	w ʷi ɲ 2
v	v i ' 5
va	v a 1
vá	v a 5
và	v a 2
vã	v a 3
vả	v a 4
vạ	v a 6
vác	v a k 5
vắc	v ă k 5
vạc	v a k 6
vặc	v ă k 6
vách	v a tʃ 5
vạch	v a tʃ 6
vai	v a j 1
vái	v a j 5
vài	v a j 2
vãi	v a j 3
vải	v a j 4
vại	v a j 6
vali	v a l i
vàm	v a m 2
vâm	v ɤ̆ m 1
vằm	v ă m 2
vạm	v a m 6
vậm	v ɤ̆ m 6
van	v a n 1
ván	v a n 5
vàn	v a n 2
vân	v ɤ̆ n 1
văn	v ă n 1
vãn	v a n 3
vấn	v ɤ̆ n 5
vần	v ɤ̆ n 2
vắn	v ă n 5
vằn	v ă n 2
vẫn	v ɤ̆ n 3
vẩn	v ɤ̆ n 4
vạn	v a n 6
vận	v ɤ̆ n 6
vặn	v ă n 6
vang	v a ŋ 1
váng	v a ŋ 5
vàng	v a ŋ 2
vâng	v ɤ̆ ŋ 1
văng	v ă ŋ 1
vãng	v a ŋ 3
vầng	v ɤ̆ ŋ 2
vắng	v ă ŋ 5
vằng	v ă ŋ 2
vảng	v a ŋ 4
vẳng	v ă ŋ 4
vạng	v a ŋ 6
vanh	v ɛ ɲ 1
vánh	v ɛ ɲ 5
vành	v ɛ ɲ 2
vãnh	v ɛ ɲ 3
vạnh	v ɛ ɲ 6
vao	v a w 1
váo	v a w 5
vào	v a w 2
váp	v a p 5
vấp	v ɤ̆ p 5
vạp	v a p 6
vập	v ɤ̆ p 6
vát	v a t 5
vất	v ɤ̆ t 5
vắt	v ă t 5
vạt	v a t 6
vật	v ɤ̆ t 6
vặt	v ă t 6
vấu	v ɤ̆ w 5
vầu	v ɤ̆ w 2
vẩu	v ɤ̆ w 4
vay	v ă j 1
váy	v ă j 5
vày	v ă j 2
vây	v ɤ̆ j 1
vấy	v ɤ̆ j 5
vầy	v ɤ̆ j 2
vẫy	v ɤ̆ j 3
vảy	v ă j 4
vẩy	v ɤ̆ j 4
vạy	v ă j 6
vậy	v ɤ̆ j 6
ve	v ɛ 1
vé	v ɛ 5
vè	v ɛ 2
vê	v e 1
vẽ	v ɛ 3
vế	v e 5
về	v e 2
vẻ	v ɛ 4
vệ	v e 6
véc	v ɛ k 5
vếch	v e tʃ 5
vẹm	v ɛ m 6
ven	v ɛ n 1
vén	v ɛ n 5
vên	v e n 1
vền	v e n 2
vẻn	v ɛ n 4
vẹn	v ɛ n 6
vện	v e n 6
vênh	v e ɲ 1
vểnh	v e ɲ 4
veo	v eo 1
véo	v eo 5
vèo	v eo 2
vẻo	v eo 4
vẹo	v eo 6
vét	v ɛ t 5
vết	v e t 5
vẹt	v ɛ t 6
vệt	v e t 6
vêu	v ɛu 1
vếu	v ɛu 5
vều	v ɛu 2
vi	v i 1
ví	v i 5
vì	v i 2
vĩ	v i 3
vỉ	v i 4
vị	v i 6
viá	v iə 5
vía	v iə 5
vỉa	v iə 4
vích	v i tʃ 5
video	v ɪ ' 5   d i ' 5   o ʊ ' 5
việc	v iə k 6
viêm	v iə m 1
viên	v iə n 1
viền	v iə n 2
viễn	v iə n 3
viển	v iə n 4
viện	v iə n 6
viếng	v iə ŋ 5
viết	v iə t 5
việt	v iə t 6
vịm	v i m 6
vin	v i n 1
vịn	v i n 6
vinh	v i ɲ 1
vĩnh	v i ɲ 3
vịnh	v i ɲ 6
virus	v a ɪ ' 5   r ə s ' 1
visa	v i ' 5   z ʌ ' 1
vít	v i t 5
vịt	v i t 6
víu	v i w 5
vo	v ɔ 1
vó	v ɔ 5
vò	v ɔ 2
vô	v o 1
võ	v ɔ 3
vố	v o 5
vồ	v o 2
vỗ	v o 3
vỏ	v ɔ 4
vơ	v ɤ 1
vổ	v o 4
vọ	v ɔ 6
vớ	v ɤ 5
vờ	v ɤ 2
vỡ	v ɤ 3
vở	v ɤ 4
vợ	v ɤ 6
voan	vw ʷa n 1
vóc	v ɔ k͡p 5
vốc	v o k͡p 5
vọc	v ɔ k͡p 6
voi	v ɔ j 1
vói	v ɔ j 5
vòi	v ɔ j 2
vôi	v o j 1
vối	v o j 5
vồi	v o j 2
vơi	v ɤ j 1
vọi	v ɔ j 6
với	v ɤ j 5
vời	v ɤ j 2
vội	v o j 6
vợi	v ɤ j 6
vòm	v ɔ m 2
vòmg	v ' m g
von	v ɔ n 1
vón	v ɔ n 5
vòn	v ɔ n 2
vôn	v o n 1
vốn	v o n 5
vồn	v o n 2
vỏn	v ɔ n 4
vờn	v ɤ n 2
vởn	v ɤ n 4
vong	v ɔ ŋ͡m 1
vóng	v ɔ ŋ͡m 5
vòng	v ɔ ŋ͡m 2
vông	v o ŋ͡m 1
võng	v ɔ ŋ͡m 3
vống	v o ŋ͡m 5
vồng	v o ŋ͡m 2
vỏng	v ɔ ŋ͡m 4
vổng	v o ŋ͡m 4
vọng	v ɔ ŋ͡m 6
voọc	v ɔ k͡p 6
vọp	v ɔ p 6
vót	v ɔ t 5
vọt	v ɔ t 6
vớt	v ɤ t 5
vợt	v ɤ t 6
vu	v u 1
vú	v u 5
vù	v u 2
vũ	v u 3
vụ	v u 6
vua	v uə 1
vùa	v uə 2
vừa	v ɯə 2
vữa	v ɯə 3
vựa	v ɯə 6
vúc	v u k͡p 5
vục	v u k͡p 6
vức	v ɯ k 5
vực	v ɯ k 6
vui	v u j 1
vùi	v u j 2
vũm	v u m 3
vun	v u n 1
vùn	v u n 2
vụn	v u n 6
vung	v u ŋ͡m 1
vùng	v u ŋ͡m 2
vũng	v u ŋ͡m 3
vưng	v ɯ ŋ 1
vụng	v u ŋ͡m 6
vừng	v ɯ ŋ 2
vững	v ɯ ŋ 3
vửng	v ɯ ŋ 4
vựng	v ɯ ŋ 6
vược	v ɯə k 6
vươn	v ɯə n 1
vườn	v ɯə n 2
vượn	v ɯə n 6
vuông	v uə ŋ 1
vương	v ɯə ŋ 1
vướng	v ɯə ŋ 5
vưởng	v ɯə ŋ 4
vượng	v ɯə ŋ 6
vuốt	v uə t 5
vuột	v uə t 6
vượt	v ɯə t 6
vút	v u t 5
vụt	v u t 6
vứt	v ɯ t 5
vưu	v ɯ w 1
vy	v i 1
w	d ə ' 5   b ə l ' 5   j u ' 5
wi	w i
wind	w a ɪ n d ' 5
x	ɛ k s ' 5
xa	s a 1
xá	s a 5
xà	s a 2
xã	s a 3
xả	s a 4
xạ	s a 6
xác	s a k 5
xấc	s ɤ̆ k 5
xắc	s ă k 5
xạc	s a k 6
xách	s a tʃ 5
xạch	s a tʃ 6
xái	s a j 5
xài	s a j 2
xam	s a m 1
xám	s a m 5
xàm	s a m 2
xâm	s ɤ̆ m 1
xăm	s ă m 1
xầm	s ɤ̆ m 2
xắm	s ă m 5
xảm	s a m 4
xẩm	s ɤ̆ m 4
xan	s a n 1
xán	s a n 5
xăn	s ă n 1
xắn	s ă n 5
xẩn	s ɤ̆ n 4
xang	s a ŋ 1
xàng	s a ŋ 2
xăng	s ă ŋ 1
xằng	s ă ŋ 2
xẵng	s ă ŋ 3
xanh	s ɛ ɲ 1
xành	s ɛ ɲ 2
xảnh	s ɛ ɲ 4
xao	s a w 1
xáo	s a w 5
xào	s a w 2
xảo	s a w 4
xạo	s a w 6
xáp	s a p 5
xấp	s ɤ̆ p 5
xắp	s ă p 5
xạp	s a p 6
xập	s ɤ̆ p 6
xát	s a t 5
xắt	s ă t 5
xàu	s ă w 2
xâu	s ɤ̆ w 1
xấu	s ɤ̆ w 5
xảu	s ă w 4
xẩu	s ɤ̆ w 4
xạu	s ă w 6
xay	s ă j 1
xáy	s ă j 5
xây	s ɤ̆ j 1
xảy	s ă j 4
xẩy	s ɤ̆ j 4
xe	s ɛ 1
xé	s ɛ 5
xè	s ɛ 2
xê	s e 1
xế	s e 5
xẻ	s ɛ 4
xể	s e 4
xệ	s e 6
xéc	s ɛ k 5
xẹc	s ɛ k 6
xếch	s e tʃ 5
xệch	s e tʃ 6
xem	s ɛ m 1
xém	s ɛ m 5
xềm	s e m 2
xen	s ɛ n 1
xén	s ɛ n 5
xèn	s ɛ n 2
xên	s e n 1
xẻn	s ɛ n 4
xèng	s ɛ ŋ 2
xẻng	s ɛ ŋ 4
xênh	s e ɲ 1
xềnh	s e ɲ 2
xeo	s eo 1
xéo	s eo 5
xèo	s eo 2
xẽo	s eo 3
xẻo	s eo 4
xẹo	s eo 6
xép	s ɛ p 5
xếp	s e p 5
xẹp	s ɛ p 6
xệp	s e p 6
xét	s ɛ t 5
xẹt	s ɛ t 6
xêu	s ɛu 1
xều	s ɛu 2
xệu	s ɛu 6
xhcn	s a 3 _ h o j 6   c u 3   ŋ iə 3
xi	s i 1
xí	s i 5
xì	s i 2
xỉ	s i 4
xị	s i 6
xia	s iə 1
xía	s iə 5
xỉa	s iə 4
xích	s i tʃ 5
xịch	s i tʃ 6
xiếc	s iə k 5
xiệc	s iə k 6
xiêm	s iə m 1
xiểm	s iə m 4
xiên	s iə n 1
xiển	s iə n 4
xiềng	s iə ŋ 2
xiểng	s iə ŋ 4
xiết	s iə t 5
xiêu	s iə w 1
xim	s i m 1
xin	s i n 1
xỉn	s i n 4
xịn	s i n 6
xinê	x i n ê
xinh	s i ɲ 1
xính	s i ɲ 5
xình	s i ɲ 2
xĩnh	s i ɲ 3
xỉnh	s i ɲ 4
xit	s i t 1
xít	s i t 5
xịt	s i t 6
xíu	s i w 5
xìu	s i w 2
xỉu	s i w 4
xịu	s i w 6
xo	s ɔ 1
xó	s ɔ 5
xô	s o 1
xố	s o 5
xồ	s o 2
xỏ	s ɔ 4
xơ	s ɤ 1
xổ	s o 4
xọ	s ɔ 6
xớ	s ɤ 5
xờ	s ɤ 2
xỡ	s ɤ 3
xở	s ɤ 4
xoa	sw ʷa 1
xoá	sw ʷa 5
xoà	sw ʷa 2
xoã	sw ʷa 3
xóa	sw ʷa 5
xòa	sw ʷa 2
xõa	sw ʷa 3
xỏa	sw ʷa 4
xoác	sw ʷa k 5
xoạc	sw ʷa k 6
xoạch	sw ʷa tʃ 6
xoài	sw a j 2
xoải	sw a j 4
xoàm	sw ʷa m 2
xoan	sw ʷa n 1
xoàn	sw ʷa n 2
xoăn	sw ʷă n 1
xoắn	sw ʷă n 5
xoang	sw ʷa ŋ 1
xoàng	sw ʷa ŋ 2
xoảng	sw ʷa ŋ 4
xoạng	sw ʷa ŋ 6
xoành	sw ʷa ɲ 2
xoát	sw ʷa t 5
xoay	sw ă j 1
xoáy	sw ă j 5
xóc	s ɔ k͡p 5
xốc	s o k͡p 5
xọc	s ɔ k͡p 6
xộc	s o k͡p 6
xoe	sw ʷɛ 1
xoè	sw ʷɛ 2
xòe	sw ʷɛ 2
xọe	sw ʷɛ 6
xoen	sw ʷɛ n 1
xoèn	sw ʷɛ n 2
xoét	sw ʷɛ t 5
xoẹt	sw ʷɛ t 6
xoi	s ɔ j 1
xói	s ɔ j 5
xôi	s o j 1
xối	s o j 5
xơi	s ɤ j 1
xổi	s o j 4
xới	s ɤ j 5
xởi	s ɤ j 4
xom	s ɔ m 1
xóm	s ɔ m 5
xòm	s ɔ m 2
xôm	s o m 1
xõm	s ɔ m 3
xồm	s o m 2
xơm	s ɤ m 1
xổm	s o m 4
xờm	s ɤ m 2
xon	s ɔ n 1
xón	s ɔ n 5
xôn	s o n 1
xốn	s o n 5
xồn	s o n 2
xơn	s ɤ n 1
xộn	s o n 6
xởn	s ɤ n 4
xong	s ɔ ŋ͡m 1
xòng	s ɔ ŋ͡m 2
xông	s o ŋ͡m 1
xõng	s ɔ ŋ͡m 3
xống	s o ŋ͡m 5
xồng	s o ŋ͡m 2
xỏng	s ɔ ŋ͡m 4
xổng	s o ŋ͡m 4
xoong	s ɔ ŋ͡m 1
xóp	s ɔ p 5
xốp	s o p 5
xọp	s ɔ p 6
xớp	s ɤ p 5
xộp	s o p 6
xợp	s ɤ p 6
xót	s ɔ t 5
xốt	s o t 5
xớt	s ɤ t 5
xợt	s ɤ t 6
xu	s u 1
xú	s u 5
xù	s u 2
xũ	s u 3
xụ	s u 6
xứ	s ɯ 5
xừ	s ɯ 2
xử	s ɯ 4
xua	s uə 1
xưa	s ɯə 1
xửa	s ɯə 4
xuân	sw ʷɤ̆ n 1
xuẩn	sw ʷɤ̆ n 4
xuất	sw ʷɤ̆ t 5
xuây	sw ɤ̆ j 1
xúc	s u k͡p 5
xục	s u k͡p 6
xức	s ɯ k 5
xực	s ɯ k 6
xuê	sw ʷe 1
xuề	sw ʷe 2
xuể	sw ʷe 4
xuệch	sw ʷe tʃ 6
xuềnh	sw ʷe ɲ 2
xui	s u j 1
xúi	s u j 5
xùi	s u j 2
xủi	s u j 4
xụi	s u j 6
xum	s u m 1
xúm	s u m 5
xùm	s u m 2
xung	s u ŋ͡m 1
xúng	s u ŋ͡m 5
xùng	s u ŋ͡m 2
xủng	s u ŋ͡m 4
xưng	s ɯ ŋ 1
xứng	s ɯ ŋ 5
xửng	s ɯ ŋ 4
xước	s ɯə k 5
xược	s ɯə k 6
xuôi	s uə j 1
xười	s ɯə j 2
xuống	s uə ŋ 5
xuồng	s uə ŋ 2
xuổng	s uə ŋ 4
xương	s ɯə ŋ 1
xướng	s ɯə ŋ 5
xưởng	s ɯə ŋ 4
xúp	s u p 5
xụp	s u p 6
xút	s u t 5
xụt	s u t 6
xuy	sw ʷi 1
xúy	s u j 5
xùy	s u j 2
xuya	sw ʷiə 1
xuyên	sw ʷiə n 1
xuyến	sw ʷiə n 5
xuyết	sw ʷiə t 5
xuynh	sw ʷi ɲ 1
xuýt	sw ʷi t 5
xuỵt	sw ʷi t 6
xúyt	s u j 5
xy	s i 1
y	i 1
ý	i 5
ỷ	i 4
ya	j a ' 1
yếm	iɛ m 5
yểm	iɛ m 4
yên	iɛ n 1
yến	iɛ n 5
yêng	iɛ ŋ 1
yểng	iɛ ŋ 4
yết	iɛ t 5
yêu	iə w 1
yếu	iə w 5
yểu	iə w 4
yoga	j o ʊ ' 5   g ə ' 1
z	z i ' 5
